clock_speed,hit_chance,period,p99,p99_lower,p99_upper
400000,0.38564385643856436,0.92,2.1462177200504358,2.1462177200504358,2.1462177200504358
400000,0.8241182411824118,0.925,2.180923352329063,2.180923352329063,2.180923352329063
400000,0.99079990799908,0.93,2.215774565673611,2.215774565673611,2.215774565673611
400000,0.999989999899999,0.935,2.2507694646681307,2.2507694646681307,2.2507694646681307
400000,1.0,0.9400000000000001,2.2859065269112775,2.2859065269112775,2.2859065269112775
500000,0.2816028160281603,0.735,1.6936528738243848,1.6936528738243848,1.6936528738243848
500000,0.8241182411824118,0.74,1.67325285590335,1.67325285590335,1.67325285590335
500000,0.997219972199722,0.745,1.0521417207947699,1.0521417207947699,1.0521417207947699
500000,1.0,0.75,1.0792574989684787,1.0792574989684787,1.0792574989684787
600000,0.6231962319623197,0.615,2.3640752427188976,2.3640752427188976,2.3640752427188976
600000,0.99079990799908,0.62,1.9013180359569226,1.9013180359569226,1.9013180359569226
600000,1.0,0.625,0.5727516599912471,0.5727516599912471,0.5727516599912471
700000,0.2816028160281603,0.525,1.519116895394735,1.519116895394735,1.519116895394735
700000,0.9458794587945879,0.53,1.441397920197009,1.441397920197009,1.441397920197009
700000,1.0,0.535,0.33274940079720217,0.33274940079720217,0.33274940079720217
800000,0.38564385643856436,0.46,2.1910250662238795,2.1910250662238795,2.1910250662238795
800000,0.99079990799908,0.465,0.8358344861434513,0.8358344861434513,0.8358344861434513
800000,1.0,0.47000000000000003,0.17235474172565468,0.17235474172565468,0.17235474172565468
900000,0.6231962319623197,0.41000000000000003,1.5620432216894327,1.5620432216894327,1.5620432216894327
900000,0.999909999099991,0.41500000000000004,0.14101092116879727,0.14101092116879727,0.14101092116879727
900000,1.0,0.42000000000000004,0.1275769065928684,0.1275769065928684,0.1275769065928684
1000000,0.8241182411824118,0.37,1.6896090884705455,1.6739508908097,1.6896090884705455
1000000,1.0,0.375,0.11969501941365718,0.11969501941365718,0.11969501941365718
1100000,0.5045350453504535,0.335,1.6158946250576895,1.6158946250576895,1.6158946250576895
1100000,0.999989999899999,0.34,0.21378253973438416,0.21378253973438416,0.21378253973438416
1100000,1.0,0.34500000000000003,0.19758023975510663,0.19758023975510663,0.19758023975510663
1200000,0.99079990799908,0.31,0.3547721469551611,0.3547721469551611,0.3547721469551611
1200000,1.0,0.315,0.1602478223743323,0.1602478223743323,0.1602478223743323
1300000,0.8955789557895579,0.28500000000000003,0.955268630885634,0.955268630885634,0.955268630885634
1300000,1.0,0.29000000000000004,0.24107696486843655,0.24107696486843655,0.24107696486843655
1400000,0.9458794587945879,0.265,0.4303935686734003,0.4303935686734003,0.4303935686734003
1400000,1.0,0.27,0.18907004282276094,0.18907004282276094,0.18907004282276094
1500000,0.2816028160281603,0.245,2.693941135132392,2.693941135132392,2.693941135132392
1500000,1.0,0.25,0.26709819620906017,0.26709819620906017,0.26709819620906017
1600000,0.38564385643856436,0.23,2.144695881618445,2.144695881618445,2.144695881618445
1600000,1.0,0.23500000000000001,0.2133879720661673,0.2133879720661673,0.2133879720661673
1700000,0.999989999899999,0.22,0.18106634520804735,0.18106634520804735,0.18106634520804735
1700000,1.0,0.225,0.2573800144319467,0.2573800144319467,0.2573800144319467
1800000,0.6231962319623197,0.20500000000000002,1.4441808193636143,1.4107753294512442,1.4896511148847673
1800000,1.0,0.21000000000000002,0.22219111910428135,0.22219111910428135,0.22219111910428135
1900000,0.8955789557895579,0.195,0.42266516453747344,0.42266516453747344,0.42266516453747344
1900000,1.0,0.2,0.2722926212751635,0.2722926212751635,0.2722926212751635
2000000,0.8241182411824118,0.185,0.624650524261242,0.624650524261242,0.624650524261242
2000000,1.0,0.19,0.22735233287318873,0.22735233287318873,0.22735233287318873
2100000,0.2816028160281603,0.17500000000000002,2.536501761717072,2.501726004651199,2.536501761717072
2100000,1.0,0.18000000000000002,0.19750998456936641,0.19750998456936641,0.19750998456936641
2200000,0.999989999899999,0.17,0.2510672218739287,0.2510672218739287,0.2510672218739287
2200000,1.0,0.17500000000000002,0.22270069167507656,0.22270069167507656,0.22270069167507656
2300000,0.38564385643856436,0.16,2.022505223620877,2.022505223620877,2.0367809868139726
2300000,1.0,0.165,0.20319007098823866,0.20319007098823866,0.20319007098823866
2400000,0.99079990799908,0.155,0.30220249104002994,0.2975024703488939,0.30220249104002994
2400000,1.0,0.16,0.23123535043990515,0.23123535043990515,0.23123535043990515
2500000,1.0,0.15,0.2215316641239506,0.2215316641239506,0.2215316641239506
2600000,1.0,0.14500000000000002,0.2544445910926467,0.2544445910926467,0.2544445910926467
2700000,1.0,0.14,0.220757307021676,0.220757307021676,0.220757307021676
2800000,1.0,0.135,0.25597081137244515,0.25597081137244515,0.25597081137244515
2900000,1.0,0.13,0.2287986400958824,0.2287986400958824,0.2287986400958824
3000000,1.0,0.125,0.26777323056201885,0.26777323056201885,0.26777323056201885
3100000,0.99079990799908,0.12,0.2690085375067197,0.2677348200724436,0.2692947734570742
3100000,1.0,0.125,0.26777323056201885,0.26777323056201885,0.26777323056201885
3200000,0.38564385643856436,0.115,1.7321478988343948,1.7253116338758976,1.7394179235911438
3200000,1.0,0.12000000000000001,0.246613879721839,0.246613879721839,0.246613879721839
3300000,1.0,0.115,0.23162912159900198,0.23162912159900198,0.23162912159900198
3400000,0.999989999899999,0.11,0.22191414267715456,0.22191414267715456,0.22191414267715456
3400000,1.0,0.115,0.23162912159900198,0.23162912159900198,0.23162912159900198
3500000,0.2816028160281603,0.105,2.3883549872812915,2.3552175898991337,2.432189013957575
3500000,1.0,0.11,0.22191414267715456,0.22191414267715456,0.22191414267715456
3600000,1.0,0.10500000000000001,0.21687032411718093,0.21687032411718093,0.21687032411718093
3700000,0.8241182411824118,0.1,0.36116477071839664,0.3600939864248258,0.3625033543174194
3700000,1.0,0.10500000000000001,0.21687032411718093,0.21687032411718093,0.21687032411718093
3800000,1.0,0.1,0.26388460035378664,0.26388460035378664,0.26388460035378664
3900000,0.8955789557895579,0.095,0.27313737788473214,0.272337783068801,0.2742694003977061
3900000,1.0,0.1,0.26388460035378664,0.26388460035378664,0.26388460035378664
4000000,1.0,0.095,0.21980489403231343,0.21980489403231343,0.21980489403231343
4100000,0.6231962319623197,0.09,0.5308968858465604,0.5268155456965773,0.5361340972863501
4100000,1.0,0.095,0.21980489403231343,0.21980489403231343,0.21980489403231343
4200000,1.0,0.09,0.22795793584760388,0.22795793584760388,0.22795793584760388
4300000,1.0,0.09000000000000001,0.22795793584762278,0.22795793584762278,0.22795793584762278
4400000,0.999989999899999,0.085,0.24113731489290913,0.24113731489290913,0.24113731489290913
4400000,1.0,0.09000000000000001,0.22795793584762278,0.22795793584762278,0.22795793584762278
4500000,1.0,0.085,0.24113731489290913,0.24113731489290913,0.24113731489290913
4600000,0.38564385643856436,0.08,1.2426108785576706,1.225505130475094,1.2593197839595023
4600000,1.0,0.085,0.24113731489290913,0.24113731489290913,0.24113731489290913
4800000,1.0,0.08,0.260132016895109,0.260132016895109,0.260132016895109
4900000,0.2816028160281603,0.075,1.763554495543442,1.7388099032859263,1.794895603395473
4900000,1.0,0.08,0.260132016895109,0.260132016895109,0.260132016895109
5000000,1.0,0.075,0.24654907197921816,0.24654907197921816,0.24654907197921816
5100000,1.0,0.075,0.24654907197921816,0.24654907197921816,0.24654907197921816
5200000,1.0,0.07500000000000001,0.24654907197919745,0.24654907197919745,0.24654907197919745
5300000,0.9458794587945879,0.07,0.2652577168457072,0.2652520982288147,0.2655617074691707
5300000,1.0,0.07500000000000001,0.24654907197919745,0.24654907197919745,0.24654907197919745
5600000,1.0,0.07,0.24312246291501688,0.24312246291501688,0.24312246291501688
5700000,0.8955789557895579,0.065,0.2799697001117757,0.2794078772538773,0.2805658904960665
5700000,1.0,0.07,0.24312246291501688,0.24312246291501688,0.24312246291501688
6000000,1.0,0.065,0.249448822915149,0.249448822915149,0.249448822915149
6100000,1.0,0.065,0.249448822915149,0.249448822915149,0.249448822915149
6200000,0.99079990799908,0.06,0.24582290968093196,0.24554353468997575,0.24582290968093196
6200000,1.0,0.065,0.249448822915149,0.249448822915149,0.249448822915149
6700000,0.5045350453504535,0.055,0.4563264863251247,0.45084346145016085,0.46083878184293364
6800000,0.999989999899999,0.055,0.23763899523839815,0.23763899523839815,0.23763899523839815
7400000,0.8241182411824118,0.05,0.286029428006464,0.285579213644293,0.28662582840205264
